WDOV26;02/09/2026;15:00:00;5138,50;5142,00;5133,50;5140,50;4073792565,00;79287
WDOV26;02/09/2026;14:30:00;5137,50;5140,00;5135,00;5138,00;2618292675,00;50961
WDOV26;02/09/2026;14:00:00;5135,00;5140,50;5133,00;5137,00;3010002090,00;58593
WDOV26;02/09/2026;13:30:00;5134,00;5136,00;5130,00;5135,00;3575362345,00;69655
WDOV26;02/09/2026;13:00:00;5137,50;5138,50;5130,00;5133,50;5298848875,00;103210
WDOV26;02/09/2026;12:30:00;5137,50;5142,00;5133,00;5137,50;5729113715,00;111528
WDOV26;02/09/2026;12:00:00;5142,00;5143,50;5133,50;5138,00;7046492635,00;137134
WDOV26;02/09/2026;11:30:00;5142,50;5144,00;5134,50;5142,00;1,210118939E10;235496
WDOV26;02/09/2026;11:00:00;5160,00;5165,00;5137,50;5142,50;1,924841942E10;373500
WDOV26;02/09/2026;10:30:00;5176,00;5180,50;5159,00;5159,50;1,522914568E10;294523
WDOV26;02/09/2026;10:00:00;5193,00;5201,50;5170,50;5176,50;1,528336385E10;294627
WDOV26;02/09/2026;09:30:00;5189,00;5194,50;5186,00;5193,00;5601284175,00;107916
WDOV26;02/09/2026;09:00:00;5189,00;5192,00;5179,50;5189,00;1,276027589E10;246056
WDOV26;01/09/2026;18:00:00;5189,50;5190,00;5185,50;5187,00;1407017295,00;27123
WDOV26;01/09/2026;17:30:00;5189,00;5190,00;5187,00;5189,00;1392847705,00;26845
WDOV26;01/09/2026;17:00:00;5186,50;5192,50;5186,50;5189,00;4193469850,00;80804
WDOV26;01/09/2026;16:30:00;5183,50;5187,00;5183,50;5187,00;3641490395,00;70229
WDOV26;01/09/2026;16:00:00;5182,50;5185,50;5182,00;5184,00;2600114320,00;50161
WDOV26;01/09/2026;15:30:00;5180,00;5189,00;5180,00;5182,50;6418009295,00;123801
WDOV26;01/09/2026;15:00:00;5175,50;5181,50;5173,00;5180,50;4182759180,00;80796
WDOV26;01/09/2026;14:30:00;5174,50;5178,00;5172,50;5175,50;3306530775,00;63893
WDOV26;01/09/2026;14:00:00;5183,00;5184,50;5171,00;5174,50;7831045870,00;151279
WDOV26;01/09/2026;13:30:00;5185,00;5188,00;5180,50;5183,50;4253277250,00;82047
WDOV26;01/09/2026;13:00:00;5179,00;5185,50;5177,00;5185,00;5697420600,00;109959
WDOV26;01/09/2026;12:30:00;5180,50;5183,00;5178,00;5179,50;3382341740,00;65292
WDOV26;01/09/2026;12:00:00;5178,00;5183,50;5175,50;5180,50;7285357315,00;140656
WDOV26;01/09/2026;11:30:00;5182,00;5182,50;5172,50;5178,00;9141036545,00;176561
WDOV26;01/09/2026;11:00:00;5186,50;5187,00;5178,50;5182,50;1,220072573E10;235420
WDOV26;01/09/2026;10:30:00;5204,50;5205,00;5185,00;5186,00;1,42239913E10;273827
WDOV26;01/09/2026;10:00:00;5218,50;5219,00;5203,50;5205,00;1,060826336E10;203527
WDOV26;01/09/2026;09:30:00;5227,00;5232,50;5217,50;5218,50;8081649605,00;154696
WDOV26;01/09/2026;09:00:00;5224,00;5235,50;5222,50;5227,50;1,148720728E10;219714
WDOV26;31/08/2026;18:00:00;5220,00;5221,00;5216,50;5218,50;947937030,00;18165
WDOV26;31/08/2026;17:30:00;5219,00;5222,50;5219,00;5220,00;1107864935,00;21220
WDOV26;31/08/2026;17:00:00;5216,50;5221,00;5214,50;5219,50;3546950615,00;67977
WDOV26;31/08/2026;16:30:00;5216,50;5217,50;5215,00;5216,50;2751344810,00;52745
WDOV26;31/08/2026;16:00:00;5219,50;5220,00;5215,50;5216,50;3783511220,00;72508
WDOV26;31/08/2026;15:30:00;5223,00;5224,50;5217,50;5219,50;4491789650,00;86042
WDOV26;31/08/2026;15:00:00;5220,50;5223,00;5219,00;5223,00;2454198895,00;47009
WDOV26;31/08/2026;14:30:00;5220,50;5223,00;5218,00;5220,00;4501364465,00;86227
WDOV26;31/08/2026;14:00:00;5215,00;5221,50;5214,00;5221,00;2744737830,00;52604
WDOV26;31/08/2026;13:30:00;5213,50;5217,00;5212,50;5215,00;2061749915,00;39539
WDOV26;31/08/2026;13:00:00;5216,50;5217,00;5212,00;5214,00;2838304525,00;54432
WDOV26;31/08/2026;12:30:00;5211,50;5217,00;5210,00;5216,50;3496595960,00;67080
WDOV26;31/08/2026;12:00:00;5215,50;5218,00;5211,00;5211,50;5090405440,00;97606
WDOV26;31/08/2026;11:30:00;5218,50;5221,00;5214,00;5216,00;7955689805,00;152488
WDOV26;31/08/2026;11:00:00;5214,00;5219,50;5212,50;5218,00;6952102310,00;133279
WDOV26;31/08/2026;10:30:00;5202,50;5214,00;5194,50;5213,50;1,11396508E10;214136
WDOV26;31/08/2026;10:00:00;5214,50;5217,00;5201,00;5202,00;8811212275,00;169120
WDOV26;31/08/2026;09:30:00;5203,50;5215,50;5200,00;5214,50;9093494845,00;174584
WDOV26;31/08/2026;09:00:00;5219,50;5221,00;5199,00;5203,50;1,151106081E10;221105
WDOV26;28/08/2026;18:00:00;5231,50;5232,00;5222,00;5222,50;195726475,00;3745
WDOV26;28/08/2026;17:30:00;5233,00;5234,00;5230,50;5231,50;218382120,00;4174
WDOV26;28/08/2026;17:00:00;5233,00;5236,50;5232,50;5233,50;268024315,00;5121
WDOV26;28/08/2026;16:30:00;5238,50;5239,50;5232,00;5233,00;255487815,00;4880
WDOV26;28/08/2026;16:00:00;5242,00;5243,50;5238,00;5238,00;287402235,00;5483
WDOV26;28/08/2026;15:30:00;5249,50;5249,50;5241,00;5242,00;734135815,00;14001
WDOV26;28/08/2026;15:00:00;5250,50;5254,00;5246,00;5249,00;316878840,00;6035
WDOV26;28/08/2026;14:30:00;5250,50;5259,00;5248,50;5250,50;205085885,00;3905
WDOV26;28/08/2026;14:00:00;5251,50;5254,50;5250,00;5251,00;158493395,00;3018
WDOV26;28/08/2026;13:30:00;5256,50;5256,50;5247,50;5252,00;254872005,00;4853
WDOV26;28/08/2026;13:00:00;5254,00;5267,50;5253,00;5256,50;323422475,00;6148
WDOV26;28/08/2026;12:30:00;5245,50;5254,50;5244,00;5254,50;532128410,00;10135
WDOV26;28/08/2026;12:00:00;5240,00;5250,50;5238,00;5245,50;411382830,00;7843
WDOV26;28/08/2026;11:30:00;5245,50;5246,00;5236,00;5240,50;324968230,00;6201
WDOV26;28/08/2026;11:00:00;5223,00;5249,00;5213,50;5246,00;767888745,00;14672
WDOV26;28/08/2026;10:30:00;5225,50;5233,00;5215,00;5225,00;1082231880,00;20707
WDOV26;28/08/2026;10:00:00;5207,00;5228,00;5207,00;5225,50;346577075,00;6641
WDOV26;28/08/2026;09:30:00;5198,50;5208,50;5197,00;5206,50;255767560,00;4917
WDOV26;28/08/2026;09:00:00;5200,00;5203,50;5194,00;5199,50;377677395,00;7264
WDOV26;27/08/2026;18:00:00;5201,50;5202,50;5200,00;5200,00;223054275,00;4289
WDOV26;27/08/2026;17:30:00;5200,50;5202,00;5200,00;5201,00;227846910,00;4381
WDOV26;27/08/2026;17:00:00;5202,00;5202,00;5199,50;5201,50;335716120,00;6455
WDOV26;27/08/2026;16:30:00;5204,00;5205,00;5202,50;5202,50;12854975,00;247
WDOV26;27/08/2026;16:00:00;5199,50;5204,00;5199,50;5204,00;380006650,00;7305
WDOV26;27/08/2026;15:30:00;5203,00;5203,50;5198,50;5199,50;161888355,00;3113
WDOV26;27/08/2026;15:00:00;5204,00;5207,00;5201,50;5203,50;105007515,00;2018
WDOV26;27/08/2026;14:30:00;5208,00;5208,00;5203,00;5204,50;125347080,00;2408
WDOV26;27/08/2026;14:00:00;5209,50;5210,50;5207,50;5207,50;22296535,00;428
WDOV26;27/08/2026;13:30:00;5209,50;5210,50;5208,00;5209,50;9689540,00;186
WDOV26;27/08/2026;13:00:00;5208,50;5213,00;5208,50;5209,50;20112625,00;386
WDOV26;27/08/2026;12:30:00;5211,50;5213,50;5206,50;5209,00;88397475,00;1697
WDOV26;27/08/2026;12:00:00;5208,50;5213,50;5207,50;5213,00;99579435,00;1911
WDOV26;27/08/2026;11:30:00;5202,00;5209,50;5198,50;5209,00;102948990,00;1979
WDOV26;27/08/2026;11:00:00;5194,50;5203,00;5194,00;5202,00;70401840,00;1354
WDOV26;27/08/2026;10:30:00;5189,50;5196,50;5189,50;5194,50;97476125,00;1877
WDOV26;27/08/2026;10:00:00;5194,00;5196,00;5185,00;5189,00;689055680,00;13274
WDOV26;27/08/2026;09:30:00;5187,00;5196,00;5183,50;5193,50;42927505,00;827
WDOV26;27/08/2026;09:00:00;5188,00;5193,50;5180,50;5187,50;136457920,00;2631
WDOV26;26/08/2026;18:00:00;5188,00;5188,50;5180,00;5185,00;16223725,00;313
WDOV26;26/08/2026;17:30:00;5188,50;5191,00;5188,00;5188,00;6538175,00;126
WDOV26;26/08/2026;17:00:00;5191,00;5191,50;5187,50;5188,50;9184915,00;177
WDOV26;26/08/2026;16:30:00;5192,50;5193,50;5191,50;5191,50;1972980,00;38
WDOV26;26/08/2026;16:00:00;5194,00;5194,50;5191,50;5191,50;1661915,00;32
WDOV26;26/08/2026;15:30:00;5192,50;5195,00;5191,50;5192,50;5972335,00;115
WDOV26;26/08/2026;15:00:00;5192,00;5194,50;5191,50;5192,50;7322495,00;141
WDOV26;26/08/2026;14:30:00;5192,50;5194,50;5192,00;5192,00;1558000,00;30
WDOV26;26/08/2026;14:00:00;5198,00;5198,00;5192,50;5192,50;12208185,00;235
WDOV26;26/08/2026;13:30:00;5197,00;5200,00;5197,00;5200,00;3170990,00;61
WDOV26;26/08/2026;13:00:00;5200,50;5202,00;5195,50;5196,50;2963185,00;57
WDOV26;26/08/2026;12:30:00;5199,00;5203,50;5197,50;5201,50;3067705,00;59
WDOV26;26/08/2026;12:00:00;5201,00;5202,00;5198,00;5200,00;4836015,00;93
WDOV26;26/08/2026;11:30:00;5198,50;5203,00;5197,50;5199,50;17161420,00;330
WDOV26;26/08/2026;11:00:00;5194,50;5198,00;5191,00;5196,00;6752610,00;130
WDOV26;26/08/2026;10:30:00;5196,50;5202,50;5195,00;5196,00;64003970,00;1231
WDOV26;26/08/2026;10:00:00;5201,00;5203,50;5196,00;5198,50;25838865,00;497
WDOV26;26/08/2026;09:30:00;5185,00;5201,00;5184,00;5201,00;30273020,00;583
WDOV26;26/08/2026;09:00:00;5185,00;5191,00;5178,50;5182,50;76858295,00;1483
WDOV26;25/08/2026;18:00:00;5188,00;5189,00;5187,00;5188,50;674410,00;13
WDOV26;25/08/2026;17:30:00;5187,00;5188,50;5186,50;5188,50;5498820,00;106
WDOV26;25/08/2026;17:00:00;5180,00;5187,00;5180,00;5187,00;16067335,00;310
WDOV26;25/08/2026;16:30:00;5187,00;5187,50;5180,00;5180,50;20157795,00;389
WDOV26;25/08/2026;16:00:00;5187,50;5188,00;5185,50;5187,00;18672625,00;360
WDOV26;25/08/2026;15:30:00;5188,50;5188,50;5186,50;5187,50;16131840,00;311
WDOV26;25/08/2026;15:00:00;5191,50;5192,00;5189,00;5189,50;2647105,00;51
WDOV26;25/08/2026;14:30:00;5193,50;5193,50;5189,50;5190,50;5087265,00;98
WDOV26;25/08/2026;14:00:00;5191,00;5193,50;5190,50;5193,50;2595925,00;50
WDOV26;25/08/2026;13:30:00;5188,00;5192,00;5188,00;5191,50;11315800,00;218
WDOV26;25/08/2026;13:00:00;5185,50;5190,00;5185,00;5188,50;6381370,00;123
WDOV26;25/08/2026;12:30:00;5188,00;5189,00;5184,50;5185,50;19705800,00;380
WDOV26;25/08/2026;12:00:00;5188,50;5190,50;5186,50;5189,00;11415095,00;220
WDOV26;25/08/2026;11:30:00;5186,50;5191,00;5184,50;5188,00;10637575,00;205
WDOV26;25/08/2026;11:00:00;5189,00;5191,50;5185,00;5185,00;2802010,00;54
WDOV26;25/08/2026;10:30:00;5184,00;5193,50;5183,50;5192,50;8038535,00;155
WDOV26;25/08/2026;10:00:00;5193,00;5196,00;5183,00;5183,50;11775480,00;227
WDOV26;25/08/2026;09:30:00;5202,00;5205,50;5192,50;5192,50;17206095,00;331
WDOV26;25/08/2026;09:00:00;5192,50;5206,00;5187,00;5202,00;13464560,00;259
WDOV26;24/08/2026;18:00:00;5196,50;5200,00;5196,50;5199,50;5615400,00;108
WDOV26;24/08/2026;17:30:00;5193,50;5195,50;5193,00;5195,00;2285505,00;44
WDOV26;24/08/2026;17:00:00;5194,50;5194,50;5190,50;5192,50;1505695,00;29
WDOV26;24/08/2026;16:30:00;5196,50;5197,00;5194,00;5195,50;1298965,00;25
WDOV26;24/08/2026;16:00:00;5195,50;5197,50;5194,00;5195,50;1662670,00;32
WDOV26;24/08/2026;15:30:00;5193,00;5196,50;5192,50;5196,50;3272180,00;63
WDOV26;24/08/2026;15:00:00;5193,50;5195,50;5191,50;5192,50;5089140,00;98
WDOV26;24/08/2026;14:30:00;5189,00;5196,00;5189,00;5194,50;4777260,00;92
WDOV26;24/08/2026;14:00:00;5187,00;5190,00;5183,50;5189,00;3889830,00;75
WDOV26;24/08/2026;13:30:00;5184,00;5187,00;5183,50;5187,00;2800435,00;54
WDOV26;24/08/2026;13:00:00;5190,00;5191,50;5184,00;5186,00;2802020,00;54
WDOV26;24/08/2026;12:30:00;5186,00;5190,00;5186,00;5190,00;3735710,00;72
WDOV26;24/08/2026;12:00:00;5190,00;5191,00;5183,50;5185,50;13379065,00;258
WDOV26;24/08/2026;11:30:00;5190,50;5193,00;5185,50;5189,50;17899900,00;345
WDOV26;24/08/2026;11:00:00;5194,00;5195,50;5189,00;5189,00;9089475,00;175
WDOV26;24/08/2026;10:30:00;5204,00;5204,00;5190,50;5190,50;32158930,00;619
WDOV26;24/08/2026;10:00:00;5194,50;5205,00;5194,00;5204,00;7382960,00;142
