WINV26;29/05/2026;183610,00;183610,00;181335,00;182700,00;12969239,00;356
WINV26;28/05/2026;183395,00;185275,00;183000,00;183000,00;2610761,00;71
WINV26;27/05/2026;186375,00;187000,00;184175,00;184300,00;2860960,00;77
WINV26;26/05/2026;185960,00;186505,00;184490,00;185315,00;1445865,00;39
WINV26;25/05/2026;187500,00;187600,00;185340,00;186800,00;3547182,00;95
WINV26;22/05/2026;185900,00;186010,00;184000,00;185035,00;1408973,00;38
WINV26;21/05/2026;185785,00;187235,00;185735,00;186550,00;1491654,00;40
WINV26;20/05/2026;183025,00;187070,00;183025,00;187070,00;2804666,00;76
WINV26;19/05/2026;185800,00;185800,00;183000,00;183750,00;2245216,00;61
WINV26;18/05/2026;185910,00;186900,00;185300,00;186900,00;1972531,00;53
WINV26;15/05/2026;186475,00;187190,00;184820,00;186680,00;2530071,00;68
WINV26;14/05/2026;187000,00;189220,00;187000,00;188200,00;2447567,00;65
WINV26;13/05/2026;189775,00;190445,00;186430,00;186430,00;6450885,00;171
WINV26;12/05/2026;191415,00;191520,00;189895,00;190600,00;8240915,00;216
WINV26;11/05/2026;193555,00;194170,00;192000,00;192000,00;2121742,00;55
WINV26;08/05/2026;193490,00;196000,00;193490,00;195020,00;5421122,00;139
WINV26;07/05/2026;198210,00;198210,00;193280,00;193280,00;2182271,00;56
WINV26;06/05/2026;199550,00;200300,00;197830,00;197900,00;2063438,00;52
WINV26;05/05/2026;197155,00;198250,00;196400,00;197355,00;3041211,00;77
WINV26;04/05/2026;198000,00;198500,00;196470,00;196520,00;2369684,00;60
WINV26;30/04/2026;195935,00;198850,00;195935,00;198300,00;8826735,00;223
WINV26;29/04/2026;199095,00;199095,00;195000,00;195000,00;11402655,00;289
WINV26;28/04/2026;200265,00;200265,00;199105,00;199800,00;4829965,00;121
WINV26;27/04/2026;202950,00;203410,00;200745,00;200925,00;15151271,00;375
WINV26;24/04/2026;202000,00;203570,00;201670,00;202900,00;3002800,00;74
WINV26;23/04/2026;205000,00;205000,00;203605,00;203605,00;122468,00;3
WINV26;22/04/2026;207500,00;207850,00;204285,00;204285,00;2510312,00;61
WINV26;20/04/2026;208100,00;208745,00;207935,00;208745,00;833801,00;20
WINV26;17/04/2026;209630,00;211560,00;208000,00;208000,00;628243,00;15
WINV26;16/04/2026;210230,00;210630,00;208875,00;208875,00;377777,00;9
WINV26;15/04/2026;210000,00;210250,00;209685,00;210250,00;2477865,00;59
