Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINQ26;23/06/2026;13:40:00;174.500;174.590;174.305;174.400;10.989.365.263,00;314.954
WINQ26;23/06/2026;13:20:00;174.310;174.720;174.275;174.505;16.041.498.331,00;459.696
WINQ26;23/06/2026;13:00:00;173.860;174.580;173.825;174.305;20.879.161.209,00;599.160
WINQ26;23/06/2026;12:40:00;173.555;173.880;173.475;173.860;16.004.787.227,00;460.816
WINQ26;23/06/2026;12:20:00;173.975;174.020;173.535;173.555;16.346.109.547,00;470.264
WINQ26;23/06/2026;12:00:00;173.920;174.275;173.850;173.975;21.719.541.631,00;623.829
WINQ26;23/06/2026;11:40:00;173.700;174.185;173.635;173.920;27.745.287.745,00;797.640
WINQ26;23/06/2026;11:20:00;173.470;173.800;173.380;173.700;30.936.610.824,00;890.920
WINQ26;23/06/2026;11:00:00;172.870;173.500;172.790;173.470;39.271.815.972,00;1.133.622
WINQ26;23/06/2026;10:40:00;172.765;172.960;172.205;172.865;41.255.729.002,00;1.195.219
WINQ26;23/06/2026;10:20:00;171.975;173.100;171.520;172.770;61.036.709.661,00;1.769.980
WINQ26;23/06/2026;10:00:00;171.690;172.130;171.400;171.980;47.795.495.510,00;1.391.426
WINQ26;23/06/2026;09:40:00;171.825;171.885;171.450;171.685;23.621.059.554,00;688.015
WINQ26;23/06/2026;09:20:00;172.005;172.050;171.635;171.825;24.120.981.261,00;701.904
WINQ26;23/06/2026;09:00:00;172.205;172.685;171.440;172.010;41.799.448.837,00;1.215.563
WINQ26;22/06/2026;18:20:00;173.590;173.590;173.455;173.490;1.302.022.436,00;37.522
WINQ26;22/06/2026;18:00:00;173.665;173.680;173.565;173.585;2.921.687.050,00;84.137
WINQ26;22/06/2026;17:40:00;173.530;173.695;173.520;173.665;3.986.346.456,00;114.822
WINQ26;22/06/2026;17:20:00;173.390;173.550;173.360;173.535;4.899.941.937,00;141.248
WINQ26;22/06/2026;17:00:00;173.515;173.540;173.270;173.390;9.313.369.663,00;268.549
WINQ26;22/06/2026;16:40:00;173.735;173.740;173.455;173.510;12.759.236.755,00;367.529
WINQ26;22/06/2026;16:20:00;173.735;173.815;173.600;173.735;9.379.186.989,00;269.955
WINQ26;22/06/2026;16:00:00;173.565;173.890;173.505;173.740;14.175.755.837,00;407.959
WINQ26;22/06/2026;15:40:00;173.565;173.700;173.535;173.560;7.865.018.822,00;226.516
WINQ26;22/06/2026;15:20:00;173.500;173.670;173.470;173.565;12.273.583.218,00;353.547
WINQ26;22/06/2026;15:00:00;173.345;173.640;173.335;173.495;12.573.449.863,00;362.376
WINQ26;22/06/2026;14:40:00;173.295;173.425;173.225;173.345;11.485.209.454,00;331.307
WINQ26;22/06/2026;14:20:00;173.695;173.760;173.170;173.290;15.144.720.247,00;436.655
WINQ26;22/06/2026;14:00:00;173.615;173.770;173.545;173.700;10.120.482.418,00;291.415
WINQ26;22/06/2026;13:40:00;173.505;173.730;173.425;173.620;11.956.528.002,00;344.438
WINQ26;22/06/2026;13:20:00;173.235;173.575;173.150;173.500;13.275.442.510,00;382.908
WINQ26;22/06/2026;13:00:00;173.215;173.260;172.960;173.235;13.248.535.744,00;382.728
WINQ26;22/06/2026;12:40:00;173.380;173.575;173.200;173.215;13.580.418.396,00;391.683
WINQ26;22/06/2026;12:20:00;173.415;173.580;173.310;173.385;14.036.091.813,00;404.623
WINQ26;22/06/2026;12:00:00;173.705;173.845;173.375;173.415;20.942.456.838,00;603.151
WINQ26;22/06/2026;11:40:00;173.075;173.765;172.925;173.700;23.574.023.095,00;680.046
WINQ26;22/06/2026;11:20:00;173.130;173.385;172.905;173.075;30.303.436.641,00;875.230
WINQ26;22/06/2026;11:00:00;172.890;173.325;172.670;173.130;29.963.290.330,00;866.169
WINQ26;22/06/2026;10:40:00;172.595;173.195;172.165;172.885;36.610.988.918,00;1.060.162
WINQ26;22/06/2026;10:20:00;172.970;173.480;172.160;172.590;57.224.116.798,00;1.654.850
WINQ26;22/06/2026;10:00:00;171.385;173.200;171.305;172.970;60.294.338.614,00;1.750.154
WINQ26;22/06/2026;09:40:00;171.285;171.590;171.225;171.385;22.471.430.058,00;655.572
WINQ26;22/06/2026;09:20:00;171.125;171.440;170.970;171.290;26.712.241.065,00;780.087
WINQ26;22/06/2026;09:00:00;171.590;171.605;170.210;171.125;53.887.902.767,00;1.576.677
WINQ26;19/06/2026;18:20:00;171.735;171.925;171.630;171.645;1.163.052.474,00;33.865
WINQ26;19/06/2026;18:00:00;171.360;171.765;171.350;171.735;2.460.164.394,00;71.722
WINQ26;19/06/2026;17:40:00;171.325;171.400;171.275;171.355;2.875.091.047,00;83.900
WINQ26;19/06/2026;17:20:00;171.325;171.440;171.315;171.325;2.866.352.611,00;83.629
WINQ26;19/06/2026;17:00:00;171.350;171.490;171.255;171.330;8.124.032.144,00;237.047
WINQ26;19/06/2026;16:40:00;171.355;171.625;171.250;171.350;11.028.670.642,00;321.714
WINQ26;19/06/2026;16:20:00;171.495;171.570;171.305;171.355;7.534.080.611,00;219.713
WINQ26;19/06/2026;16:00:00;171.660;171.705;171.445;171.490;8.887.853.641,00;259.065
WINQ26;19/06/2026;15:40:00;171.700;171.755;171.635;171.655;5.456.825.753,00;158.910
WINQ26;19/06/2026;15:20:00;171.715;171.805;171.580;171.695;8.361.758.325,00;243.515
WINQ26;19/06/2026;15:00:00;171.765;171.825;171.635;171.715;9.698.376.899,00;282.372
WINQ26;19/06/2026;14:40:00;171.470;171.920;171.465;171.765;14.091.194.862,00;410.279
WINQ26;19/06/2026;14:20:00;171.220;171.545;171.205;171.470;10.679.970.594,00;311.583
WINQ26;19/06/2026;14:00:00;171.030;171.295;171.000;171.215;7.978.391.628,00;233.079
WINQ26;19/06/2026;13:40:00;171.105;171.195;170.975;171.030;7.626.151.464,00;222.877
WINQ26;19/06/2026;13:20:00;171.190;171.375;171.025;171.100;9.858.111.713,00;287.876
WINQ26;19/06/2026;13:00:00;171.305;171.405;171.135;171.185;8.289.707.361,00;242.040
WINQ26;19/06/2026;12:40:00;171.335;171.480;171.215;171.300;10.092.321.448,00;294.511
WINQ26;19/06/2026;12:20:00;171.615;171.615;171.330;171.340;10.024.009.442,00;292.326
WINQ26;19/06/2026;12:00:00;171.530;171.735;171.445;171.610;12.109.799.679,00;352.845
WINQ26;19/06/2026;11:40:00;171.390;171.605;171.285;171.530;14.344.714.269,00;418.339
WINQ26;19/06/2026;11:20:00;171.515;171.670;171.285;171.390;19.361.637.498,00;564.517
WINQ26;19/06/2026;11:00:00;170.770;171.650;170.745;171.515;28.917.016.673,00;843.905
WINQ26;19/06/2026;10:40:00;171.515;171.570;170.730;170.765;31.751.859.650,00;927.698
WINQ26;19/06/2026;10:20:00;171.480;171.865;171.145;171.515;34.486.351.664,00;1.005.274
WINQ26;19/06/2026;10:00:00;171.450;171.945;171.285;171.475;34.275.963.828,00;998.919
WINQ26;19/06/2026;09:40:00;171.070;171.620;171.070;171.455;29.197.244.905,00;851.901
WINQ26;19/06/2026;09:20:00;171.180;171.195;170.855;171.070;21.057.253.280,00;615.672
WINQ26;19/06/2026;09:00:00;171.700;171.735;170.895;171.175;32.441.219.119,00;947.265
WINQ26;18/06/2026;18:20:00;171.825;172.015;171.760;172.015;1.025.810.014,00;29.827
WINQ26;18/06/2026;18:00:00;171.755;171.910;171.715;171.830;3.111.832.064,00;90.561
WINQ26;18/06/2026;17:40:00;171.670;171.790;171.625;171.755;2.510.323.940,00;73.109
WINQ26;18/06/2026;17:20:00;171.575;171.685;171.555;171.670;3.137.976.740,00;91.421
WINQ26;18/06/2026;17:00:00;171.510;171.670;171.435;171.570;7.887.495.927,00;229.882
WINQ26;18/06/2026;16:40:00;171.360;171.595;171.285;171.510;11.473.507.632,00;334.574
WINQ26;18/06/2026;16:20:00;171.540;171.695;171.325;171.365;11.216.386.597,00;326.967
WINQ26;18/06/2026;16:00:00;171.545;171.620;171.420;171.535;11.325.244.341,00;330.165
WINQ26;18/06/2026;15:40:00;171.615;171.680;171.455;171.545;10.707.178.593,00;311.998
WINQ26;18/06/2026;15:20:00;171.490;171.800;171.465;171.610;18.981.113.162,00;553.027
WINQ26;18/06/2026;15:00:00;171.415;171.565;171.080;171.490;18.255.679.346,00;532.842
WINQ26;18/06/2026;14:40:00;171.385;171.480;171.200;171.410;12.659.339.206,00;369.398
WINQ26;18/06/2026;14:20:00;171.520;171.550;171.300;171.390;11.868.824.495,00;346.212
WINQ26;18/06/2026;14:00:00;171.425;171.615;171.275;171.515;15.027.598.773,00;438.237
WINQ26;18/06/2026;13:40:00;171.290;171.460;171.245;171.425;10.246.974.925,00;299.027
WINQ26;18/06/2026;13:20:00;171.200;171.440;171.150;171.290;12.774.416.565,00;372.879
WINQ26;18/06/2026;13:00:00;171.575;171.665;171.180;171.205;18.268.529.953,00;532.945
WINQ26;18/06/2026;12:40:00;171.545;171.870;171.495;171.575;16.305.889.617,00;474.872
WINQ26;18/06/2026;12:20:00;171.860;171.985;171.490;171.540;20.251.689.094,00;589.521
WINQ26;18/06/2026;12:00:00;172.005;172.220;171.785;171.860;26.142.591.011,00;759.988
WINQ26;18/06/2026;11:40:00;172.840;172.860;171.970;172.010;26.597.258.798,00;771.582
WINQ26;18/06/2026;11:20:00;172.415;172.890;172.270;172.840;29.084.234.558,00;842.766
WINQ26;18/06/2026;11:00:00;172.065;172.525;171.910;172.415;30.741.532.449,00;892.720
WINQ26;18/06/2026;10:40:00;171.570;172.470;171.520;172.070;45.836.098.642,00;1.331.835
WINQ26;18/06/2026;10:20:00;171.515;171.985;171.065;171.565;50.876.086.289,00;1.482.501
WINQ26;18/06/2026;10:00:00;171.320;171.840;171.195;171.515;48.215.915.837,00;1.405.813
WINQ26;18/06/2026;09:40:00;171.210;171.590;171.170;171.320;25.531.537.315,00;745.110
WINQ26;18/06/2026;09:20:00;171.175;171.345;170.885;171.205;30.035.795.612,00;877.645
WINQ26;18/06/2026;09:00:00;171.800;171.940;170.230;171.180;49.545.424.209,00;1.449.455
WINQ26;17/06/2026;18:20:00;171.480;171.545;171.470;171.480;1.042.316.956,00;30.390
WINQ26;17/06/2026;18:00:00;171.405;171.515;171.325;171.485;2.283.765.037,00;66.619
WINQ26;17/06/2026;17:40:00;171.470;171.495;171.300;171.400;3.872.996.970,00;112.974
WINQ26;17/06/2026;17:20:00;171.480;171.675;171.405;171.470;5.945.328.026,00;173.309
WINQ26;17/06/2026;17:00:00;171.475;171.630;171.300;171.480;11.982.247.599,00;349.378
WINQ26;17/06/2026;16:40:00;171.320;171.530;171.160;171.480;24.026.581.516,00;701.022
WINQ26;17/06/2026;16:20:00;172.395;172.410;171.250;171.320;37.081.198.097,00;1.079.310
WINQ26;17/06/2026;16:00:00;173.400;173.535;172.380;172.395;33.058.989.658,00;955.512
WINQ26;17/06/2026;15:40:00;173.655;173.975;173.245;173.400;29.217.417.748,00;841.114
WINQ26;17/06/2026;15:20:00;173.535;173.850;173.145;173.660;33.380.437.540,00;962.121
WINQ26;17/06/2026;15:00:00;174.870;174.880;173.100;173.535;43.687.774.182,00;1.258.155
WINQ26;17/06/2026;14:40:00;174.460;175.050;174.410;174.865;18.371.210.327,00;525.696
WINQ26;17/06/2026;14:20:00;174.895;175.000;174.430;174.465;18.315.320.713,00;524.247
WINQ26;17/06/2026;14:00:00;174.935;175.330;174.770;174.895;24.272.890.230,00;693.334
WINQ26;17/06/2026;13:40:00;174.820;174.950;174.685;174.935;12.115.951.919,00;346.540
WINQ26;17/06/2026;13:20:00;174.695;174.845;174.575;174.815;10.920.738.274,00;312.557
WINQ26;17/06/2026;13:00:00;174.590;174.720;174.555;174.695;8.428.911.489,00;241.318
WINQ26;17/06/2026;12:40:00;174.505;174.625;174.450;174.585;8.626.762.783,00;247.117
WINQ26;17/06/2026;12:20:00;174.395;174.675;174.340;174.505;13.663.201.313,00;391.362
WINQ26;17/06/2026;12:00:00;174.550;174.715;174.150;174.400;21.312.610.463,00;611.110
WINQ26;17/06/2026;11:40:00;174.750;174.825;174.115;174.550;28.171.287.834,00;806.969
WINQ26;17/06/2026;11:20:00;174.350;174.920;174.305;174.745;25.106.249.959,00;718.857
WINQ26;17/06/2026;11:00:00;174.015;174.690;173.975;174.350;31.702.854.610,00;908.984
WINQ26;17/06/2026;10:40:00;174.305;174.430;173.965;174.015;37.782.840.792,00;1.084.448
WINQ26;17/06/2026;10:20:00;174.200;175.070;174.110;174.305;53.020.122.392,00;1.518.993
WINQ26;17/06/2026;10:00:00;173.800;174.310;173.570;174.200;49.021.493.549,00;1.409.088
WINQ26;17/06/2026;09:40:00;173.325;173.885;173.240;173.800;28.460.948.015,00;819.739
WINQ26;17/06/2026;09:20:00;173.375;173.605;173.215;173.325;27.276.702.502,00;786.501
WINQ26;17/06/2026;09:00:00;172.820;173.465;172.360;173.370;40.953.645.264,00;1.183.483
WINQ26;16/06/2026;18:20:00;172.745;172.865;172.710;172.825;50.978.053,00;1.475
WINQ26;16/06/2026;18:00:00;172.715;172.820;172.610;172.730;105.975.929,00;3.068
WINQ26;16/06/2026;17:40:00;172.745;172.800;172.615;172.710;168.970.503,00;4.892
WINQ26;16/06/2026;17:20:00;172.865;172.905;172.650;172.730;328.101.969,00;9.495
WINQ26;16/06/2026;17:00:00;172.980;173.050;172.840;172.865;442.922.087,00;12.805
WINQ26;16/06/2026;16:40:00;173.055;173.135;172.915;172.980;410.816.443,00;11.871
WINQ26;16/06/2026;16:20:00;173.090;173.180;173.000;173.050;285.131.154,00;8.237
WINQ26;16/06/2026;16:00:00;172.985;173.110;172.790;173.090;463.090.710,00;13.388
WINQ26;16/06/2026;15:40:00;173.240;173.290;172.945;172.980;530.119.505,00;15.314
WINQ26;16/06/2026;15:20:00;173.250;173.385;173.210;173.240;309.092.629,00;8.918
WINQ26;16/06/2026;15:00:00;173.305;173.390;173.230;173.250;378.424.409,00;10.917
WINQ26;16/06/2026;14:40:00;173.405;173.555;173.260;173.300;326.709.643,00;9.420
WINQ26;16/06/2026;14:20:00;173.265;173.585;173.205;173.410;429.849.920,00;12.394
WINQ26;16/06/2026;14:00:00;173.390;173.470;173.260;173.265;281.842.685,00;8.128
WINQ26;16/06/2026;13:40:00;173.370;173.495;173.140;173.395;580.450.739,00;16.745
WINQ26;16/06/2026;13:20:00;173.490;173.640;173.250;173.385;639.126.546,00;18.421
WINQ26;16/06/2026;13:00:00;173.260;173.560;173.220;173.500;382.104.230,00;11.019
WINQ26;16/06/2026;12:40:00;173.035;173.340;172.975;173.255;502.893.778,00;14.520
WINQ26;16/06/2026;12:20:00;172.905;173.110;172.755;173.050;407.108.589,00;11.769
WINQ26;16/06/2026;12:00:00;173.025;173.115;172.725;172.900;589.609.619,00;17.047
WINQ26;16/06/2026;11:40:00;172.705;173.100;172.635;173.030;855.526.270,00;24.747
WINQ26;16/06/2026;11:20:00;173.100;173.275;172.500;172.710;967.944.323,00;28.008
WINQ26;16/06/2026;11:00:00;172.935;173.450;172.920;173.080;1.120.545.757,00;32.344
WINQ26;16/06/2026;10:40:00;172.930;173.465;172.730;172.935;1.024.969.451,00;29.616
WINQ26;16/06/2026;10:20:00;172.775;173.210;172.610;172.935;1.026.644.014,00;29.682
WINQ26;16/06/2026;10:00:00;172.985;173.225;172.510;172.750;1.332.662.823,00;38.548
WINQ26;16/06/2026;09:40:00;173.290;173.620;172.875;172.990;658.006.105,00;18.986
WINQ26;16/06/2026;09:20:00;173.915;174.130;173.210;173.280;660.976.967,00;19.028
WINQ26;16/06/2026;09:00:00;174.200;174.455;173.195;173.905;1.745.251.417,00;50.192
WINQ26;15/06/2026;18:20:00;173.900;173.980;173.860;173.860;7.860.711,00;226
WINQ26;15/06/2026;18:00:00;174.070;174.070;173.870;173.900;92.401.047,00;2.656
WINQ26;15/06/2026;17:40:00;174.100;174.110;174.020;174.070;80.630.348,00;2.316
WINQ26;15/06/2026;17:20:00;174.145;174.175;174.065;174.100;74.589.380,00;2.142
WINQ26;15/06/2026;17:00:00;174.095;174.275;174.020;174.140;194.850.937,00;5.594
WINQ26;15/06/2026;16:40:00;174.115;174.225;174.070;174.095;183.277.968,00;5.262
WINQ26;15/06/2026;16:20:00;174.005;174.180;173.915;174.115;203.500.043,00;5.845
WINQ26;15/06/2026;16:00:00;174.200;174.210;173.960;174.005;210.413.088,00;6.043
WINQ26;15/06/2026;15:40:00;174.155;174.305;174.045;174.185;104.406.960,00;2.997
WINQ26;15/06/2026;15:20:00;174.250;174.350;173.965;174.175;184.518.956,00;5.298
WINQ26;15/06/2026;15:00:00;174.670;174.715;174.025;174.245;602.685.410,00;17.287
WINQ26;15/06/2026;14:40:00;174.715;174.815;174.615;174.670;141.921.597,00;4.061
WINQ26;15/06/2026;14:20:00;175.160;175.220;174.700;174.705;141.038.094,00;4.032
WINQ26;15/06/2026;14:00:00;175.280;175.280;175.030;175.150;127.709.711,00;3.646
WINQ26;15/06/2026;13:40:00;175.630;175.675;175.130;175.290;205.059.780,00;5.849
WINQ26;15/06/2026;13:20:00;175.555;175.715;175.490;175.625;119.690.530,00;3.408
WINQ26;15/06/2026;13:00:00;175.950;176.045;175.465;175.550;174.857.841,00;4.973
WINQ26;15/06/2026;12:40:00;176.105;176.160;175.895;175.930;134.732.271,00;3.827
WINQ26;15/06/2026;12:20:00;176.245;176.285;176.030;176.100;116.250.880,00;3.300
WINQ26;15/06/2026;12:00:00;176.095;176.385;176.095;176.255;124.058.841,00;3.519
WINQ26;15/06/2026;11:40:00;176.365;176.470;175.975;176.075;237.160.415,00;6.729
WINQ26;15/06/2026;11:20:00;176.845;177.085;176.275;176.355;371.792.315,00;10.520
WINQ26;15/06/2026;11:00:00;177.480;177.485;176.840;176.860;189.710.797,00;5.355
WINQ26;15/06/2026;10:40:00;177.540;177.755;177.210;177.465;349.456.975,00;9.844
WINQ26;15/06/2026;10:20:00;177.175;177.995;177.115;177.550;605.529.464,00;17.047
WINQ26;15/06/2026;10:00:00;177.215;177.230;176.615;177.170;419.057.598,00;11.843
WINQ26;15/06/2026;09:40:00;176.860;177.255;176.830;177.200;173.948.873,00;4.911
WINQ26;15/06/2026;09:20:00;176.420;177.020;176.150;176.865;162.829.917,00;4.609
WINQ26;15/06/2026;09:00:00;176.395;176.490;175.290;176.415;486.162.635,00;13.817
WINQ26;12/06/2026;18:20:00;174.765;174.775;174.600;174.600;5.520.125,00;158
WINQ26;12/06/2026;18:00:00;174.805;174.860;174.745;174.765;9.998.327,00;286
WINQ26;12/06/2026;17:40:00;174.790;174.835;174.760;174.810;9.544.142,00;273
WINQ26;12/06/2026;17:20:00;174.825;174.835;174.750;174.810;8.600.035,00;246
WINQ26;12/06/2026;17:00:00;174.760;174.900;174.700;174.810;17.797.228,00;509
WINQ26;12/06/2026;16:40:00;174.740;174.845;174.555;174.760;79.212.795,00;2.267
WINQ26;12/06/2026;16:20:00;174.910;175.015;174.595;174.740;77.933.055,00;2.229
WINQ26;12/06/2026;16:00:00;174.720;174.935;174.690;174.895;70.071.197,00;2.004
WINQ26;12/06/2026;15:40:00;174.975;174.975;174.710;174.720;57.116.392,00;1.633
WINQ26;12/06/2026;15:20:00;174.765;174.990;174.715;174.980;139.752.251,00;3.996
WINQ26;12/06/2026;15:00:00;174.790;174.835;174.600;174.775;79.875.922,00;2.286
WINQ26;12/06/2026;14:40:00;174.905;175.055;174.705;174.780;73.134.947,00;2.091
WINQ26;12/06/2026;14:20:00;174.940;175.055;174.845;174.910;46.147.720,00;1.319
WINQ26;12/06/2026;14:00:00;174.855;175.055;174.735;174.930;92.645.259,00;2.649
WINQ26;12/06/2026;13:40:00;174.825;174.875;174.550;174.855;77.699.891,00;2.224
WINQ26;12/06/2026;13:20:00;175.095;175.095;174.755;174.810;42.820.332,00;1.224
WINQ26;12/06/2026;13:00:00;175.135;175.400;174.980;175.075;69.616.139,00;1.987
WINQ26;12/06/2026;12:40:00;175.340;175.405;175.105;175.145;53.764.196,00;1.534
WINQ26;12/06/2026;12:20:00;175.575;175.655;175.195;175.335;89.078.089,00;2.538
WINQ26;12/06/2026;12:00:00;175.635;175.960;175.555;175.585;69.950.061,00;1.990
WINQ26;12/06/2026;11:40:00;175.350;175.750;174.865;175.660;123.537.562,00;3.525
WINQ26;12/06/2026;11:20:00;175.395;175.495;175.225;175.370;69.482.040,00;1.981
WINQ26;12/06/2026;11:00:00;175.555;175.950;175.245;175.420;112.069.316,00;3.191
WINQ26;12/06/2026;10:40:00;175.920;175.925;174.720;175.540;159.801.371,00;4.560
WINQ26;12/06/2026;10:20:00;175.195;176.260;175.175;175.930;236.136.800,00;6.714
WINQ26;12/06/2026;10:00:00;173.805;175.230;173.360;175.190;135.288.824,00;3.886
WINQ26;12/06/2026;09:40:00;173.840;174.025;173.690;173.790;71.421.624,00;2.054
WINQ26;12/06/2026;09:20:00;173.775;174.070;173.540;173.870;105.138.482,00;3.025
WINQ26;12/06/2026;09:00:00;175.530;175.590;173.725;173.800;182.721.804,00;5.236
WINQ26;11/06/2026;18:20:00;175.395;175.415;175.325;175.330;4.103.370,00;117
WINQ26;11/06/2026;18:00:00;175.190;175.400;175.130;175.375;50.341.098,00;1.436
WINQ26;11/06/2026;17:40:00;175.310;175.310;175.095;175.170;19.516.517,00;557
WINQ26;11/06/2026;17:20:00;175.425;175.455;175.295;175.315;22.307.376,00;636
WINQ26;11/06/2026;17:00:00;175.310;175.560;175.160;175.415;82.407.230,00;2.350
WINQ26;11/06/2026;16:40:00;175.255;175.610;175.200;175.310;65.858.670,00;1.877
WINQ26;11/06/2026;16:20:00;174.520;175.830;174.500;175.255;198.777.254,00;5.674
WINQ26;11/06/2026;16:00:00;174.045;174.530;174.045;174.495;58.596.929,00;1.681
WINQ26;11/06/2026;15:40:00;174.045;174.270;173.950;174.000;56.274.938,00;1.616
WINQ26;11/06/2026;15:20:00;174.205;174.205;173.850;174.070;41.452.856,00;1.191
WINQ26;11/06/2026;15:00:00;173.870;174.340;173.560;174.210;131.286.848,00;3.772
WINQ26;11/06/2026;14:40:00;173.970;174.160;173.665;173.850;93.301.763,00;2.683
WINQ26;11/06/2026;14:20:00;172.055;174.100;172.000;174.020;158.246.064,00;4.568
WINQ26;11/06/2026;14:00:00;172.260;172.320;171.970;172.070;21.793.437,00;633
WINQ26;11/06/2026;13:40:00;172.385;172.395;172.180;172.300;10.301.264,00;299
WINQ26;11/06/2026;13:20:00;172.355;172.545;172.305;172.430;20.550.062,00;596
WINQ26;11/06/2026;13:00:00;172.270;172.430;172.180;172.350;9.822.132,00;285
WINQ26;11/06/2026;12:40:00;172.405;172.465;172.240;172.265;7.409.843,00;215
WINQ26;11/06/2026;12:20:00;172.500;172.570;172.320;172.390;6.827.363,00;198
WINQ26;11/06/2026;12:00:00;172.350;172.650;172.300;172.470;28.183.772,00;817
WINQ26;11/06/2026;11:40:00;172.695;172.725;172.265;172.335;45.436.867,00;1.318
WINQ26;11/06/2026;11:20:00;172.320;172.730;172.320;172.680;40.252.543,00;1.166
WINQ26;11/06/2026;11:00:00;172.730;172.900;172.290;172.300;160.497.908,00;4.648
WINQ26;11/06/2026;10:40:00;172.600;172.950;172.370;172.810;170.422.331,00;4.935
WINQ26;11/06/2026;10:20:00;173.060;173.225;172.500;172.600;64.189.968,00;1.858
WINQ26;11/06/2026;10:00:00;172.530;173.090;172.140;173.035;114.989.106,00;3.331
WINQ26;11/06/2026;09:40:00;172.520;172.795;172.355;172.540;116.308.727,00;3.370
WINQ26;11/06/2026;09:20:00;173.020;173.020;172.425;172.515;144.643.061,00;4.188
WINQ26;11/06/2026;09:00:00;173.000;173.560;172.830;172.970;72.942.464,00;2.106
WINQ26;10/06/2026;18:20:00;172.140;172.200;172.080;172.200;1.618.145,00;47
WINQ26;10/06/2026;18:00:00;172.230;172.275;172.145;172.150;16.425.773,00;477
WINQ26;10/06/2026;17:40:00;172.340;172.350;172.175;172.230;2.927.660,00;85
WINQ26;10/06/2026;17:20:00;172.275;172.390;172.275;172.305;3.068.115,00;89
WINQ26;10/06/2026;17:00:00;172.360;172.435;172.275;172.310;4.204.825,00;122
WINQ26;10/06/2026;16:40:00;172.580;172.610;172.355;172.365;5.416.220,00;157
WINQ26;10/06/2026;16:20:00;172.270;172.635;172.225;172.600;5.864.200,00;170
WINQ26;10/06/2026;16:00:00;172.185;172.335;172.175;172.275;4.030.979,00;117
WINQ26;10/06/2026;15:40:00;172.350;172.350;172.175;172.275;1.343.452,00;39
WINQ26;10/06/2026;15:20:00;172.160;172.375;172.150;172.320;5.960.365,00;173
WINQ26;10/06/2026;15:00:00;172.285;172.325;172.090;172.150;9.747.437,00;283
WINQ26;10/06/2026;14:40:00;172.355;172.530;172.225;172.245;12.652.178,00;367
WINQ26;10/06/2026;14:20:00;172.475;172.650;172.335;172.365;4.898.008,00;142
WINQ26;10/06/2026;14:00:00;172.610;172.755;172.450;172.470;6.627.686,00;192
WINQ26;10/06/2026;13:40:00;172.655;172.720;172.455;172.600;5.385.907,00;156
WINQ26;10/06/2026;13:20:00;172.390;172.625;172.340;172.620;5.450.231,00;158
